contentSize,gender,titleCount,wasShared,imageLevel,relevancy,videos,isWeekend,browser,readTime,channels
63574,Male,2,no,noImage,yes,high,no,firefox,5,lifestyle
140854,Male,4,no,noImage,yes,high,no,firefox,5,sports
185061,Male,3,no,noImage,yes,high,yes,firefox,4,sports
160118,Female,2,no,noImage,yes,medium,no,firefox,1,sports
282680,Female,5,no,noImage,yes,high,yes,firefox,5,sports
137591,Male,2,no,noImage,yes,medium,no,firefox,4,sports
198163,Female,3,no,noImage,yes,low,no,firefox,4,sports
132749,Female,3,no,noImage,yes,high,yes,firefox,1.2,sports
31264,Female,5,yes,low,maybe,low,no,firefox,4,news
399449,Female,2,no,noImage,yes,medium,yes,firefox,4,sports
27494,Male,3,no,noImage,no,medium,no,opera,5,sports
368561,Male,5,yes,noImage,no,high,no,firefox,4,sports
102096,Male,5,yes,noImage,no,low,yes,firefox,4,sports
406078,Female,2,no,noImage,yes,high,no,firefox,2.5,sports
100506,Male,5,yes,high,no,medium,no,firefox,5,entertainment
29658,Male,5,no,noImage,no,high,no,firefox,4,sports
20469,Female,2,no,noImage,yes,high,no,opera,1.2,lifestyle
181953,Male,6,no,noImage,no,high,no,firefox,2.8,sports
304175,Male,4,yes,noImage,no,high,yes,firefox,5,sports
170070,Female,2,no,noImage,yes,high,yes,firefox,3,sports
193416,Female,2,no,noImage,yes,high,no,firefox,4,lifestyle
194908,Female,5,no,noImage,yes,high,no,firefox,4,sports
357962,Male,4,no,noImage,yes,high,yes,firefox,4,entertainment
214716,Female,2,no,noImage,yes,high,no,firefox,1,sports
207578,Male,4,yes,noImage,no,high,no,firefox,5,entertainment
146409,Female,5,no,noImage,yes,low,no,firefox,4,sports
341643,Male,4,no,noImage,yes,high,yes,firefox,5,sports
131631,Male,5,no,noImage,yes,high,yes,edge,4,sports
88842,Male,5,yes,high,no,low,no,firefox,4,sports
128900,Female,6,no,noImage,yes,high,no,edge,4,lifestyle
417136,Male,4,no,noImage,yes,high,no,edge,4,sports
336763,Female,4,no,noImage,yes,medium,no,firefox,4.2,entertainment
209301,Male,3,no,noImage,no,high,yes,firefox,4,sports
120986,Male,3,no,noImage,no,high,no,opera,6.5,sports
51025,Female,3,no,noImage,yes,high,no,firefox,4,sports
218281,Male,6,no,noImage,no,high,yes,firefox,4,sports
114994,Male,6,no,noImage,no,high,no,firefox,1.8,sports
335481,Female,5,no,noImage,maybe,high,no,edge,3.2,sports
174503,Female,2,no,noImage,yes,high,no,firefox,3,sports
230478,Male,4,no,noImage,yes,low,yes,firefox,3,entertainment
149650,Male,5,yes,noImage,no,high,yes,firefox,4,business
149419,Male,4,no,noImage,yes,medium,yes,firefox,5,sports
341539,Female,4,no,noImage,yes,high,no,firefox,3,lifestyle
185099,Male,4,no,noImage,no,low,no,firefox,4,sports
132930,Female,6,yes,noImage,yes,high,yes,firefox,5,lifestyle
128472,Male,7,yes,noImage,no,high,yes,firefox,5.5,sports
124971,Male,2,no,noImage,yes,medium,no,firefox,3.8,sports
344060,Male,4,yes,noImage,no,high,yes,firefox,5,entertainment
286750,Male,4,yes,noImage,no,high,yes,edge,9.9,entertainment
296999,Female,4,no,noImage,yes,low,yes,firefox,7,sports
123681,Male,5,yes,noImage,no,medium,no,firefox,4,sports
232024,Male,2,no,noImage,yes,high,yes,firefox,5.5,sports
52267,Male,6,yes,noImage,no,low,yes,firefox,5,news
119182,Female,5,no,noImage,yes,high,no,edge,3.5,sports
191230,Female,3,no,noImage,yes,low,no,firefox,4,sports
23780,Male,5,no,noImage,yes,high,no,firefox,4,business
184553,Male,6,no,noImage,yes,high,yes,firefox,5.6,sports
242651,Male,3,no,noImage,yes,medium,no,firefox,4.8,entertainment
246226,Female,2,no,noImage,yes,high,no,firefox,4,sports
86745,Female,3,no,noImage,yes,high,yes,opera,4,entertainment
106889,Female,3,no,noImage,maybe,high,no,firefox,3,sports
460835,Male,2,no,noImage,yes,medium,no,firefox,4.5,sports
213140,Male,5,no,noImage,no,high,no,firefox,4,entertainment
37070,Male,3,no,noImage,no,high,yes,firefox,6,business
93589,Male,3,no,noImage,yes,high,no,chrome,4,business
213258,Male,3,no,noImage,yes,high,no,firefox,6.5,entertainment
46814,Male,4,no,noImage,yes,high,yes,firefox,3.8,business
168873,Female,3,no,noImage,yes,high,no,firefox,3,lifestyle
284737,Male,2,no,noImage,yes,high,no,firefox,2,sports
309620,Male,3,no,noImage,no,medium,no,chrome,6,sports
197418,Female,5,no,noImage,yes,high,no,firefox,2,sports
132737,Male,7,no,noImage,yes,high,yes,firefox,0.4,lifestyle
185041,Male,5,yes,noImage,no,low,yes,firefox,4,sports
159604,Female,5,yes,noImage,maybe,high,no,firefox,4,sports
123557,Male,4,no,noImage,no,medium,no,firefox,4,sports
275421,Female,2,no,noImage,yes,high,yes,firefox,4,sports
167147,Male,2,no,noImage,yes,medium,no,firefox,2.4,sports
197583,Male,4,yes,noImage,no,high,yes,edge,4,sports
175109,Male,5,yes,noImage,no,high,no,firefox,4,sports
117502,Female,5,no,noImage,maybe,high,no,firefox,4,sports
180401,Male,6,yes,noImage,no,high,yes,firefox,4,sports
146603,Male,5,yes,noImage,no,high,yes,firefox,4,entertainment
143822,Male,5,yes,noImage,no,high,yes,firefox,3.6,business
51985,Male,2,no,noImage,yes,high,no,firefox,4,sports
48121,Male,2,no,noImage,no,high,no,firefox,2.5,business
234807,Female,4,yes,high,yes,low,yes,firefox,4.5,sports
65324,Male,4,yes,noImage,yes,high,yes,firefox,5.5,business
302149,Male,3,no,noImage,no,medium,yes,opera,4,sports
168403,Male,3,no,noImage,yes,high,yes,firefox,4,sports
159897,Female,3,no,noImage,yes,low,no,edge,4,sports
416338,Male,4,no,noImage,yes,medium,yes,firefox,5,sports
370615,Female,6,no,noImage,yes,high,no,firefox,6,sports
219371,Female,3,no,noImage,yes,high,no,firefox,4,sports
120970,Male,6,yes,noImage,no,high,yes,edge,4,sports
22966,Male,2,no,noImage,yes,high,no,firefox,1.2,sports
34541,Female,3,no,noImage,yes,high,yes,firefox,3.6,sports
191027,Male,3,no,noImage,yes,high,yes,firefox,4,sports
107458,Male,3,no,noImage,yes,medium,yes,firefox,5,sports
121832,Male,6,yes,noImage,no,medium,yes,firefox,4,sports
233825,Female,4,yes,high,maybe,high,yes,firefox,5,news
73839,Female,3,no,noImage,yes,medium,yes,firefox,4,sports
109165,Male,3,no,noImage,no,high,no,firefox,6,sports
103063,Male,5,yes,noImage,no,low,yes,firefox,4,business
29762,Male,4,no,blurred,no,high,no,firefox,7,entertainment
111979,Male,5,no,noImage,no,high,no,firefox,4.7,sports
150125,Female,4,no,noImage,yes,high,yes,edge,4,sports
301853,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
296738,Female,4,no,low,yes,high,yes,firefox,6,lifestyle
118001,Male,4,no,noImage,yes,high,no,edge,4,sports
149337,Male,5,yes,noImage,no,low,yes,firefox,4,sports
36601,Female,3,no,noImage,yes,high,yes,firefox,5,sports
118600,Female,4,no,noImage,yes,high,yes,firefox,4,news
279272,Male,4,no,noImage,yes,high,yes,edge,6,sports
181020,Male,4,no,noImage,yes,high,no,firefox,6,sports
165998,Male,5,no,noImage,no,high,no,firefox,4,sports
218136,Male,3,no,noImage,yes,high,no,edge,4,sports
182200,Female,2,no,noImage,yes,high,no,firefox,3,entertainment
39363,Female,5,no,noImage,yes,high,no,firefox,1,sports
140001,Male,2,no,noImage,yes,low,yes,firefox,4,sports
193260,Male,3,no,noImage,yes,high,yes,opera,3,sports
191243,Male,2,no,noImage,yes,high,no,firefox,4,sports
207887,Female,4,no,noImage,yes,low,yes,firefox,5,business
211450,Male,4,no,noImage,yes,high,no,firefox,4,business
184759,Female,2,no,noImage,yes,high,no,firefox,2.6,sports
197836,Male,5,no,noImage,no,medium,no,firefox,4.5,sports
232308,Male,6,yes,noImage,no,high,no,firefox,4.5,sports
189888,Male,2,no,noImage,yes,high,yes,firefox,5.5,lifestyle
301614,Male,4,no,noImage,no,high,no,firefox,6,sports
146674,Male,6,no,noImage,no,high,yes,edge,4,sports
225291,Female,3,no,noImage,yes,high,no,firefox,4,sports
148509,Male,6,no,noImage,no,high,yes,opera,3.5,news
136413,Male,6,no,noImage,no,high,no,firefox,4,sports
126060,Female,3,no,noImage,yes,low,no,firefox,4,sports
73064,Female,5,no,noImage,maybe,high,no,edge,3.5,sports
39026,Male,2,no,noImage,yes,high,no,firefox,3,sports
33035,Female,3,no,noImage,yes,high,no,firefox,3,entertainment
193494,Male,4,no,noImage,no,high,yes,firefox,4,sports
147440,Female,6,no,noImage,yes,low,no,firefox,3.5,news
153131,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
64671,Female,3,no,noImage,yes,high,no,opera,4,sports
225399,Male,4,yes,high,yes,high,no,firefox,4,entertainment
174391,Female,2,no,noImage,yes,high,no,firefox,4,sports
377757,Male,5,no,noImage,no,medium,yes,firefox,7,sports
364310,Female,3,no,noImage,yes,high,yes,edge,4,news
110643,Male,3,yes,noImage,no,high,yes,firefox,4,sports
70240,Female,2,no,noImage,yes,medium,no,opera,2.4,sports
32694,Male,6,yes,noImage,no,high,yes,firefox,5,business
95047,Female,4,yes,high,maybe,high,yes,firefox,4.4,sports
264936,Female,3,no,noImage,yes,high,no,firefox,4,sports
367329,Male,3,no,noImage,no,high,yes,firefox,4,sports
56026,Male,3,yes,noImage,no,high,no,firefox,6,sports
186452,Male,2,no,noImage,yes,high,yes,firefox,3,sports
125417,Female,5,yes,noImage,maybe,low,yes,edge,4,sports
242082,Male,4,yes,noImage,no,high,yes,firefox,4.5,entertainment
31023,Male,4,no,noImage,no,high,no,firefox,5.1,sports
397346,Male,4,no,noImage,yes,high,yes,firefox,4,lifestyle
424079,Male,5,yes,high,no,low,yes,firefox,5.5,sports
108947,Male,4,yes,high,no,high,no,firefox,4,entertainment
261979,Male,3,no,noImage,yes,high,no,firefox,4,business
55507,Male,5,no,noImage,no,high,no,edge,4,sports
291407,Male,2,no,noImage,yes,high,no,edge,4,lifestyle
353358,Male,2,no,noImage,yes,high,no,firefox,1.6,sports
67339,Male,4,yes,high,no,high,yes,firefox,4,sports
235109,Female,3,no,noImage,yes,high,no,firefox,4,sports
208180,Female,3,no,noImage,yes,medium,yes,firefox,4,sports
423561,Male,7,no,noImage,no,high,no,firefox,4,business
145290,Male,5,yes,noImage,no,low,no,firefox,5,entertainment
403671,Male,2,no,noImage,yes,high,no,firefox,4,sports
49325,Male,3,no,noImage,no,high,no,firefox,4,news
370494,Female,3,no,noImage,yes,high,no,firefox,4,sports
267012,Male,3,no,noImage,yes,medium,yes,firefox,4.5,sports
191856,Female,3,no,noImage,yes,high,no,firefox,4,sports
80445,Male,6,no,noImage,no,high,yes,firefox,4,sports
379798,Male,3,yes,noImage,no,medium,no,firefox,4,sports
168387,Male,3,no,noImage,no,high,yes,firefox,5,news
301948,Male,2,no,high,yes,high,no,firefox,0.3,sports
274809,Female,4,no,noImage,yes,high,no,firefox,5,sports
233193,Female,6,no,noImage,yes,high,no,firefox,2.7,sports
299635,Male,3,yes,noImage,no,low,yes,firefox,5,sports
236396,Male,2,no,noImage,yes,high,yes,firefox,4,sports
688355,Female,2,no,noImage,yes,high,no,edge,4,sports
37019,Male,4,no,noImage,yes,high,no,firefox,5,entertainment
148015,Female,4,yes,high,maybe,high,yes,edge,4,sports
122975,Female,4,no,noImage,maybe,high,no,edge,2.1,sports
349795,Male,5,no,noImage,no,high,yes,firefox,4,business
229846,Female,5,no,noImage,yes,high,yes,firefox,4,sports
108945,Female,4,no,noImage,yes,high,no,firefox,3.8,sports
237498,Male,2,no,noImage,yes,high,no,firefox,4,sports
188872,Male,6,no,low,yes,high,no,firefox,4,sports
324019,Female,4,no,noImage,yes,high,yes,firefox,4,sports
82488,Female,4,no,noImage,yes,medium,no,opera,3.8,sports
206964,Male,5,yes,noImage,no,medium,no,firefox,4,sports
37088,Male,3,no,noImage,yes,high,yes,firefox,4,sports
152540,Female,2,no,noImage,yes,high,no,firefox,3.5,sports
143554,Female,7,no,noImage,yes,high,no,firefox,3.8,sports
126242,Female,3,no,noImage,maybe,high,no,firefox,4,sports
127185,Female,2,no,noImage,yes,high,yes,firefox,4,sports
164018,Male,3,no,blurred,no,medium,yes,firefox,5,sports
210184,Male,3,no,noImage,yes,high,yes,firefox,4,sports
117528,Female,4,yes,noImage,maybe,high,yes,firefox,4,lifestyle
124973,Male,5,yes,high,no,low,yes,firefox,5,sports
182117,Male,2,no,noImage,yes,high,yes,firefox,6,sports
220049,Male,4,yes,noImage,no,medium,no,edge,4,sports
247975,Male,4,no,noImage,yes,high,no,opera,3,entertainment
50164,Male,6,yes,noImage,no,low,yes,firefox,6,sports
123160,Female,2,no,noImage,yes,high,yes,opera,1,business
219962,Male,5,yes,high,no,high,yes,firefox,4,entertainment
79324,Male,5,yes,noImage,no,high,no,firefox,4,sports
129100,Female,4,no,noImage,yes,high,yes,edge,6,sports
210275,Female,4,no,noImage,yes,high,no,edge,4,sports
189462,Male,5,yes,high,no,high,no,firefox,4,sports
171114,Female,3,no,noImage,yes,high,yes,firefox,3.5,sports
201799,Female,2,no,noImage,yes,medium,no,firefox,4,sports
200426,Female,4,no,noImage,maybe,high,no,firefox,1.2,lifestyle
24395,Female,2,no,noImage,yes,high,no,firefox,2,lifestyle
191149,Female,4,no,noImage,yes,low,no,firefox,4,sports
34173,Female,4,no,noImage,maybe,high,no,firefox,2.5,news
350979,Male,3,no,noImage,no,high,no,opera,4,sports
147314,Male,4,no,noImage,no,medium,no,opera,5,sports
136081,Male,4,yes,noImage,no,high,yes,firefox,6,sports
232894,Male,8,no,noImage,no,high,yes,edge,4,lifestyle
373403,Male,4,no,noImage,no,high,no,firefox,5,entertainment
120601,Male,2,no,noImage,yes,high,no,edge,4,sports
130926,Female,4,no,blurred,yes,high,yes,firefox,4,sports
72338,Male,3,no,noImage,yes,high,yes,opera,4,business
129624,Male,3,yes,noImage,no,low,yes,firefox,4,sports
328697,Male,3,no,noImage,yes,high,no,firefox,4.5,business
191196,Male,4,no,noImage,yes,low,yes,firefox,4,sports
191117,Male,2,no,noImage,yes,high,yes,firefox,2.5,lifestyle
110243,Male,5,yes,noImage,no,low,yes,firefox,4.5,sports
181580,Female,2,no,noImage,yes,high,yes,firefox,1.6,sports
89030,Female,3,no,noImage,yes,medium,no,firefox,4,sports
345493,Male,5,yes,high,no,high,yes,opera,5.5,sports
277700,Male,2,no,noImage,yes,high,no,firefox,4.5,entertainment
198478,Male,6,no,noImage,no,high,no,firefox,2.4,lifestyle
250679,Male,3,no,noImage,yes,high,no,firefox,4,sports
168837,Female,5,yes,noImage,maybe,high,no,firefox,2.4,sports
142675,Male,3,no,noImage,no,high,no,firefox,5,sports
299050,Male,2,no,noImage,yes,high,no,firefox,2,sports
107833,Male,6,yes,noImage,no,high,yes,firefox,4,sports
121958,Female,5,no,noImage,yes,high,no,firefox,3,sports
282948,Male,4,no,blurred,no,medium,no,edge,4,sports
176683,Male,3,no,noImage,yes,high,yes,firefox,4,sports
34377,Male,5,yes,noImage,no,high,yes,firefox,4,sports
209833,Male,4,no,noImage,no,high,no,firefox,6,entertainment
41506,Female,7,no,noImage,yes,high,yes,edge,4,business
125159,Male,3,yes,high,yes,high,yes,edge,4.5,news
147206,Male,4,no,noImage,yes,high,no,firefox,1.2,entertainment
93664,Male,6,yes,high,no,low,no,firefox,6,entertainment
315065,Male,2,no,noImage,yes,high,no,firefox,4.8,sports
381851,Female,6,no,noImage,yes,high,yes,edge,4,sports
185769,Male,4,no,noImage,no,high,no,firefox,4,news
186272,Male,5,yes,low,no,high,yes,edge,4,sports
312667,Male,3,no,noImage,no,high,no,firefox,4,sports
343925,Male,3,no,noImage,yes,high,no,edge,4,sports
195994,Female,3,no,noImage,yes,medium,no,firefox,1.5,sports
398843,Female,5,no,noImage,yes,medium,no,edge,3.5,sports
73514,Female,3,no,noImage,yes,medium,no,opera,4,sports
288049,Male,4,no,noImage,no,low,no,firefox,4.5,sports
54759,Female,5,no,noImage,yes,high,no,firefox,3.8,sports
155343,Male,3,no,blurred,no,high,no,firefox,4,sports
401104,Male,3,yes,noImage,no,high,no,firefox,5,sports
124884,Female,2,no,noImage,yes,high,yes,firefox,2.5,lifestyle
287306,Female,4,yes,high,maybe,high,yes,edge,4,news
113995,Male,5,yes,noImage,no,low,yes,firefox,4.5,sports
146378,Female,2,no,noImage,yes,high,no,firefox,4,sports
111499,Male,4,yes,high,no,high,no,firefox,5,sports
34374,Male,3,no,noImage,yes,high,no,firefox,5,sports
162187,Male,5,yes,noImage,no,medium,yes,firefox,5.2,sports
147654,Male,3,no,noImage,no,high,yes,firefox,6,news
182467,Female,4,no,noImage,maybe,high,yes,firefox,4.4,sports
183970,Male,2,no,noImage,yes,high,no,edge,4,sports
332588,Female,4,no,noImage,yes,high,no,firefox,3,sports
26781,Male,5,no,noImage,no,high,no,opera,0.8,sports
48610,Male,2,no,noImage,yes,high,yes,firefox,4.5,sports
162632,Male,5,no,noImage,no,low,no,firefox,4.5,sports
91711,Male,4,yes,noImage,no,high,yes,firefox,5,news
198003,Male,3,yes,high,no,high,no,firefox,5,sports
179048,Male,5,no,noImage,no,medium,no,firefox,3.5,sports
262778,Female,3,no,low,yes,medium,yes,firefox,5,sports
102470,Male,6,no,noImage,no,high,no,firefox,4,sports
123170,Male,6,no,noImage,no,low,no,firefox,1,entertainment
164243,Male,3,yes,noImage,no,medium,no,firefox,6,sports
262511,Male,2,no,noImage,yes,medium,yes,firefox,2,sports
51170,Male,6,no,noImage,no,high,no,firefox,5.5,sports
91949,Female,4,no,noImage,yes,high,yes,edge,4,business
123727,Female,2,no,noImage,yes,low,no,firefox,4,sports
173175,Male,4,yes,high,no,low,yes,firefox,5,sports
120301,Male,4,no,noImage,no,low,no,firefox,4.5,entertainment
250967,Male,3,no,noImage,no,high,yes,firefox,4,sports
285432,Male,3,no,noImage,yes,high,yes,edge,4,business
36235,Female,2,no,noImage,yes,high,yes,firefox,4,sports
317219,Female,3,yes,noImage,maybe,high,no,firefox,2,lifestyle
110965,Male,5,no,noImage,yes,high,yes,firefox,4,news
123283,Female,5,no,noImage,yes,high,no,edge,1.5,sports
249087,Female,2,no,noImage,yes,high,no,firefox,4,lifestyle
152940,Male,3,no,noImage,no,high,no,firefox,4,sports
376680,Male,3,no,noImage,yes,medium,no,edge,4,sports
231232,Male,6,no,noImage,no,high,yes,firefox,3,sports
168625,Female,6,yes,noImage,yes,medium,no,firefox,1.2,entertainment
33939,Male,3,no,noImage,yes,medium,no,firefox,2,sports
155659,Male,5,yes,high,no,high,no,firefox,4.5,sports
190228,Male,3,no,noImage,no,high,no,firefox,4,news
216178,Male,3,no,noImage,no,medium,no,firefox,4,sports
587310,Male,3,no,noImage,yes,high,no,firefox,3.5,sports
155919,Male,2,no,noImage,yes,high,yes,firefox,4,sports
227386,Male,6,no,noImage,no,high,yes,firefox,4,sports
138152,Male,3,no,noImage,yes,high,no,chrome,4.8,sports
167482,Male,4,no,noImage,yes,high,yes,firefox,4,sports
57957,Female,2,no,noImage,yes,medium,no,firefox,1.5,sports
157747,Male,3,no,noImage,yes,high,yes,firefox,7,sports
88570,Female,6,yes,noImage,maybe,high,yes,firefox,1.5,entertainment
273308,Female,4,no,noImage,yes,high,no,firefox,4.8,sports
216292,Male,5,no,noImage,no,high,no,firefox,4.3,sports
131298,Male,3,no,noImage,no,high,yes,firefox,4.8,entertainment
386378,Male,2,no,noImage,yes,high,no,firefox,2,sports
179668,Male,4,yes,noImage,no,high,yes,firefox,5,sports
210812,Male,3,no,noImage,yes,high,no,firefox,4.3,sports
311671,Male,5,no,blurred,no,high,yes,firefox,4,business
215247,Female,2,no,noImage,yes,high,no,firefox,2,sports
125856,Male,3,no,noImage,yes,high,no,firefox,4,business
74631,Female,2,no,noImage,yes,high,no,firefox,1.3,sports
24008,Male,2,no,noImage,yes,high,no,firefox,4,sports
354591,Female,4,no,blurred,yes,high,no,edge,3.8,business
155343,Male,3,yes,noImage,no,high,no,firefox,5,sports
308334,Female,5,no,noImage,yes,high,no,chrome,3,sports
245361,Female,4,no,noImage,yes,low,yes,firefox,2.5,sports
158319,Female,8,no,noImage,yes,high,no,firefox,2.4,entertainment
204486,Male,6,yes,noImage,no,high,yes,firefox,0.8,lifestyle
314823,Male,2,no,noImage,yes,medium,no,firefox,4,sports
211334,Male,3,no,blurred,no,high,no,firefox,6.5,sports
73199,Male,4,no,blurred,no,medium,yes,opera,7.7,entertainment
126550,Male,2,no,noImage,yes,high,no,firefox,4,sports
260782,Male,3,no,noImage,no,high,no,firefox,4.5,sports
114224,Male,3,yes,noImage,no,high,yes,firefox,4,sports
64292,Female,2,no,noImage,yes,high,yes,firefox,4.3,business
628797,Female,7,no,noImage,yes,high,no,firefox,2,lifestyle
219775,Female,6,no,noImage,yes,high,no,firefox,3.8,news
212894,Male,4,no,noImage,yes,high,no,firefox,4,sports
260019,Male,2,no,noImage,yes,high,no,chrome,3.6,sports
228075,Male,3,no,noImage,yes,high,no,firefox,3.5,sports
239806,Female,2,no,noImage,yes,high,yes,firefox,4,sports
324637,Male,2,no,noImage,yes,medium,no,firefox,4.2,sports
